DIGNIDAD_CODIGO|DIGNIDAD_NOMBRE|PROVINCIA_CODIGO|PROVINCIA_NOMBRE|CANTON_CODIGO|CANTON_NOMBRE|CIRCUNSCRIPCION_CODIGO|CICUNSCRIPCION_NOMBRE|CIRCUNSCRIPCION|PARROQUIA_CODIGO|PARROQUIA_NOMBRE|JUNTA_SEXO|CANDIDATO_CODIGO|SUFRAGANTES|BLANCOS|NULOS|VOTOS|CANDIDATO_NOMBRE|OP_CODIGO|OP_NOMBRE
4.0|ALCALDE|9.0|GUAYAS|400.0|DAULE|0.0|0.0||1855.0|JUAN BAUTISTA AGUIRRE|M|38020.0|1830.0|397.0|240.0|8.0|PABLO EDUARDO LEON SALAZAR|152.0|IZQUIERDA DEMOCRÁTICA
4.0|ALCALDE|9.0|GUAYAS|400.0|DAULE|0.0|0.0||2105.0|LAS LOJAS|F|38020.0|2092.0|340.0|257.0|4.0|PABLO EDUARDO LEON SALAZAR|152.0|IZQUIERDA DEMOCRÁTICA
4.0|ALCALDE|9.0|GUAYAS|400.0|DAULE|0.0|0.0||2105.0|LAS LOJAS|M|38020.0|2140.0|588.0|223.0|8.0|PABLO EDUARDO LEON SALAZAR|152.0|IZQUIERDA DEMOCRÁTICA
4.0|ALCALDE|9.0|GUAYAS|400.0|DAULE|0.0|0.0||4500.0|EL LAUREL|F|38020.0|2788.0|483.0|317.0|32.0|PABLO EDUARDO LEON SALAZAR|152.0|IZQUIERDA DEMOCRÁTICA
4.0|ALCALDE|9.0|GUAYAS|400.0|DAULE|0.0|0.0||4500.0|EL LAUREL|M|38020.0|2969.0|735.0|285.0|27.0|PABLO EDUARDO LEON SALAZAR|152.0|IZQUIERDA DEMOCRÁTICA
4.0|ALCALDE|9.0|GUAYAS|400.0|DAULE|0.0|0.0||5275.0|DAULE|F|38020.0|32234.0|2913.0|3908.0|222.0|PABLO EDUARDO LEON SALAZAR|152.0|IZQUIERDA DEMOCRÁTICA
4.0|ALCALDE|9.0|GUAYAS|400.0|DAULE|0.0|0.0||5275.0|DAULE|M|38020.0|33342.0|4272.0|3915.0|234.0|PABLO EDUARDO LEON SALAZAR|152.0|IZQUIERDA DEMOCRÁTICA
4.0|ALCALDE|9.0|GUAYAS|400.0|DAULE|0.0|0.0||6850.0|LA AURORA|F|38020.0|11984.0|308.0|1433.0|19.0|PABLO EDUARDO LEON SALAZAR|152.0|IZQUIERDA DEMOCRÁTICA
4.0|ALCALDE|9.0|GUAYAS|400.0|DAULE|0.0|0.0||6850.0|LA AURORA|M|38020.0|9862.0|267.0|1220.0|30.0|PABLO EDUARDO LEON SALAZAR|152.0|IZQUIERDA DEMOCRÁTICA
4.0|ALCALDE|9.0|GUAYAS|400.0|DAULE|0.0|0.0||7425.0|MAGRO|F|38020.0|207.0|19.0|24.0|3.0|PABLO EDUARDO LEON SALAZAR|152.0|IZQUIERDA DEMOCRÁTICA
4.0|ALCALDE|9.0|GUAYAS|400.0|DAULE|0.0|0.0||7425.0|MAGRO|M|38020.0|154.0|15.0|17.0|2.0|PABLO EDUARDO LEON SALAZAR|152.0|IZQUIERDA DEMOCRÁTICA
4.0|ALCALDE|9.0|GUAYAS|420.0|MILAGRO|0.0|0.0||5660.0|MILAGRO|F|26859.0|60841.0|2633.0|5245.0|268.0|STALIN MAURICIO CABRERA MORA|152.0|IZQUIERDA DEMOCRÁTICA
4.0|ALCALDE|9.0|GUAYAS|420.0|MILAGRO|0.0|0.0||5660.0|MILAGRO|M|26859.0|58694.0|3841.0|5482.0|390.0|STALIN MAURICIO CABRERA MORA|152.0|IZQUIERDA DEMOCRÁTICA
4.0|ALCALDE|9.0|GUAYAS|420.0|MILAGRO|0.0|0.0|CIRCUNSCRIPCION RURAL|920.0|CHOBO|F|26859.0|605.0|70.0|52.0|0.0|STALIN MAURICIO CABRERA MORA|152.0|IZQUIERDA DEMOCRÁTICA
4.0|ALCALDE|9.0|GUAYAS|420.0|MILAGRO|0.0|0.0|CIRCUNSCRIPCION RURAL|920.0|CHOBO|M|26859.0|621.0|103.0|53.0|3.0|STALIN MAURICIO CABRERA MORA|152.0|IZQUIERDA DEMOCRÁTICA
4.0|ALCALDE|9.0|GUAYAS|420.0|MILAGRO|0.0|0.0|CIRCUNSCRIPCION RURAL|2390.0|MARISCAL SUCRE/HUAQUES|F|26859.0|1789.0|174.0|141.0|8.0|STALIN MAURICIO CABRERA MORA|152.0|IZQUIERDA DEMOCRÁTICA
4.0|ALCALDE|9.0|GUAYAS|420.0|MILAGRO|0.0|0.0|CIRCUNSCRIPCION RURAL|2390.0|MARISCAL SUCRE/HUAQUES|M|26859.0|1880.0|262.0|188.0|8.0|STALIN MAURICIO CABRERA MORA|152.0|IZQUIERDA DEMOCRÁTICA
4.0|ALCALDE|9.0|GUAYAS|420.0|MILAGRO|0.0|0.0|CIRCUNSCRIPCION RURAL|3235.0|ROBERTO ASTUDILLO|F|26859.0|2503.0|204.0|194.0|2.0|STALIN MAURICIO CABRERA MORA|152.0|IZQUIERDA DEMOCRÁTICA
4.0|ALCALDE|9.0|GUAYAS|420.0|MILAGRO|0.0|0.0|CIRCUNSCRIPCION RURAL|3235.0|ROBERTO ASTUDILLO|M|26859.0|2500.0|285.0|242.0|5.0|STALIN MAURICIO CABRERA MORA|152.0|IZQUIERDA DEMOCRÁTICA
4.0|ALCALDE|9.0|GUAYAS|435.0|NARANJAL|0.0|0.0||1830.0|JESUS MARIA|F|36551.0|1114.0|105.0|173.0|40.0|JOEL PEÑAFIEL|152.0|IZQUIERDA DEMOCRÁTICA
4.0|ALCALDE|9.0|GUAYAS|435.0|NARANJAL|0.0|0.0||1830.0|JESUS MARIA|M|36551.0|1232.0|220.0|157.0|32.0|JOEL PEÑAFIEL|152.0|IZQUIERDA DEMOCRÁTICA
4.0|ALCALDE|9.0|GUAYAS|435.0|NARANJAL|0.0|0.0||3370.0|SAN CARLOS|F|36551.0|1149.0|141.0|113.0|12.0|JOEL PEÑAFIEL|152.0|IZQUIERDA DEMOCRÁTICA
4.0|ALCALDE|9.0|GUAYAS|435.0|NARANJAL|0.0|0.0||3370.0|SAN CARLOS|M|36551.0|1243.0|205.0|93.0|9.0|JOEL PEÑAFIEL|152.0|IZQUIERDA DEMOCRÁTICA
4.0|ALCALDE|9.0|GUAYAS|435.0|NARANJAL|0.0|0.0||3740.0|SANTA ROSA DE FLANDES|F|36551.0|813.0|74.0|70.0|10.0|JOEL PEÑAFIEL|152.0|IZQUIERDA DEMOCRÁTICA
4.0|ALCALDE|9.0|GUAYAS|435.0|NARANJAL|0.0|0.0||3740.0|SANTA ROSA DE FLANDES|M|36551.0|850.0|101.0|66.0|20.0|JOEL PEÑAFIEL|152.0|IZQUIERDA DEMOCRÁTICA
4.0|ALCALDE|9.0|GUAYAS|435.0|NARANJAL|0.0|0.0||3990.0|TAURA|F|36551.0|2521.0|411.0|253.0|85.0|JOEL PEÑAFIEL|152.0|IZQUIERDA DEMOCRÁTICA
4.0|ALCALDE|9.0|GUAYAS|435.0|NARANJAL|0.0|0.0||3990.0|TAURA|M|36551.0|2782.0|742.0|230.0|111.0|JOEL PEÑAFIEL|152.0|IZQUIERDA DEMOCRÁTICA
4.0|ALCALDE|9.0|GUAYAS|435.0|NARANJAL|0.0|0.0||5675.0|NARANJAL|F|36551.0|18220.0|1110.0|1397.0|376.0|JOEL PEÑAFIEL|152.0|IZQUIERDA DEMOCRÁTICA
4.0|ALCALDE|9.0|GUAYAS|435.0|NARANJAL|0.0|0.0||5675.0|NARANJAL|M|36551.0|18930.0|1691.0|1476.0|391.0|JOEL PEÑAFIEL|152.0|IZQUIERDA DEMOCRÁTICA
4.0|ALCALDE|9.0|GUAYAS|505.0|EL TRIUNFO|0.0|0.0||5345.0|EL TRIUNFO|F|38034.0|18895.0|1296.0|1555.0|232.0|NAPOLEON MANUEL REINO MENDOZA|152.0|IZQUIERDA DEMOCRÁTICA
4.0|ALCALDE|9.0|GUAYAS|505.0|EL TRIUNFO|0.0|0.0||5345.0|EL TRIUNFO|M|38034.0|18468.0|1935.0|1568.0|263.0|NAPOLEON MANUEL REINO MENDOZA|152.0|IZQUIERDA DEMOCRÁTICA
4.0|ALCALDE|9.0|GUAYAS|735.0|PLAYAS|0.0|0.0||6255.0|GRAL.VILLAMIL / PLAYAS|F|10257.0|18287.0|879.0|1328.0|48.0|ALBERTO GERMAN PROAÑO PEÑAFIEL|152.0|IZQUIERDA DEMOCRÁTICA
4.0|ALCALDE|9.0|GUAYAS|735.0|PLAYAS|0.0|0.0||6255.0|GRAL.VILLAMIL / PLAYAS|M|10257.0|17998.0|1031.0|1271.0|69.0|ALBERTO GERMAN PROAÑO PEÑAFIEL|152.0|IZQUIERDA DEMOCRÁTICA
4.0|ALCALDE|9.0|GUAYAS|820.0|DURAN|0.0|0.0||6525.0|ELOY ALFARO /DURAN|F|15234.0|57888.0|2413.0|5377.0|131.0|LUPE MARGARITA MARIN PONCE|152.0|IZQUIERDA DEMOCRÁTICA
4.0|ALCALDE|9.0|GUAYAS|820.0|DURAN|0.0|0.0||6525.0|ELOY ALFARO /DURAN|M|15234.0|57169.0|3009.0|5209.0|173.0|LUPE MARGARITA MARIN PONCE|152.0|IZQUIERDA DEMOCRÁTICA
4.0|ALCALDE|9.0|GUAYAS|820.0|DURAN|0.0|0.0||7455.0|EL RECREO|F|15234.0|16081.0|894.0|1843.0|57.0|LUPE MARGARITA MARIN PONCE|152.0|IZQUIERDA DEMOCRÁTICA
4.0|ALCALDE|9.0|GUAYAS|820.0|DURAN|0.0|0.0||7455.0|EL RECREO|M|15234.0|12774.0|777.0|1305.0|49.0|LUPE MARGARITA MARIN PONCE|152.0|IZQUIERDA DEMOCRÁTICA
4.0|ALCALDE|9.0|GUAYAS|820.0|DURAN|0.0|0.0||7515.0|DIVINO NIÑO|F|15234.0|10708.0|630.0|1005.0|20.0|LUPE MARGARITA MARIN PONCE|152.0|IZQUIERDA DEMOCRÁTICA
4.0|ALCALDE|9.0|GUAYAS|820.0|DURAN|0.0|0.0||7515.0|DIVINO NIÑO|M|15234.0|7997.0|456.0|822.0|24.0|LUPE MARGARITA MARIN PONCE|152.0|IZQUIERDA DEMOCRÁTICA
4.0|ALCALDE|9.0|GUAYAS|940.0|NOBOL / PIEDRAHITA|0.0|0.0||6460.0|NARCISA DE JESUS|F|38256.0|7982.0|447.0|694.0|87.0|MOISES ELIAS LOZANO MURILLO|152.0|IZQUIERDA DEMOCRÁTICA
4.0|ALCALDE|9.0|GUAYAS|940.0|NOBOL / PIEDRAHITA|0.0|0.0||6460.0|NARCISA DE JESUS|M|38256.0|7736.0|633.0|661.0|135.0|MOISES ELIAS LOZANO MURILLO|152.0|IZQUIERDA DEMOCRÁTICA
4.0|ALCALDE|11.0|LOJA|290.0|CATAMAYO|0.0|0.0||1200.0|EL TAMBO|F|33290.0|1060.0|33.0|61.0|66.0|CESAR PAUL TORRES FLORES|152.0|IZQUIERDA DEMOCRÁTICA
4.0|ALCALDE|11.0|LOJA|290.0|CATAMAYO|0.0|0.0||1200.0|EL TAMBO|M|33290.0|1128.0|78.0|52.0|71.0|CESAR PAUL TORRES FLORES|152.0|IZQUIERDA DEMOCRÁTICA
4.0|ALCALDE|11.0|LOJA|290.0|CATAMAYO|0.0|0.0||1480.0|GUAYQUICHUMA|F|33290.0|133.0|11.0|8.0|1.0|CESAR PAUL TORRES FLORES|152.0|IZQUIERDA DEMOCRÁTICA
4.0|ALCALDE|11.0|LOJA|290.0|CATAMAYO|0.0|0.0||1480.0|GUAYQUICHUMA|M|33290.0|186.0|29.0|6.0|0.0|CESAR PAUL TORRES FLORES|152.0|IZQUIERDA DEMOCRÁTICA
4.0|ALCALDE|11.0|LOJA|290.0|CATAMAYO|0.0|0.0||3610.0|SAN PEDRO DE LA BENDITA|F|33290.0|631.0|23.0|13.0|21.0|CESAR PAUL TORRES FLORES|152.0|IZQUIERDA DEMOCRÁTICA
4.0|ALCALDE|11.0|LOJA|290.0|CATAMAYO|0.0|0.0||3610.0|SAN PEDRO DE LA BENDITA|M|33290.0|616.0|32.0|24.0|13.0|CESAR PAUL TORRES FLORES|152.0|IZQUIERDA DEMOCRÁTICA
4.0|ALCALDE|11.0|LOJA|290.0|CATAMAYO|0.0|0.0||4455.0|ZAMBI|F|33290.0|198.0|14.0|9.0|0.0|CESAR PAUL TORRES FLORES|152.0|IZQUIERDA DEMOCRÁTICA
4.0|ALCALDE|11.0|LOJA|290.0|CATAMAYO|0.0|0.0||4455.0|ZAMBI|M|33290.0|203.0|11.0|9.0|0.0|CESAR PAUL TORRES FLORES|152.0|IZQUIERDA DEMOCRÁTICA
4.0|ALCALDE|11.0|LOJA|290.0|CATAMAYO|0.0|0.0||5270.0|CATAMAYO|F|33290.0|9008.0|127.0|289.0|558.0|CESAR PAUL TORRES FLORES|152.0|IZQUIERDA DEMOCRÁTICA
4.0|ALCALDE|11.0|LOJA|290.0|CATAMAYO|0.0|0.0||5270.0|CATAMAYO|M|33290.0|8290.0|241.0|323.0|563.0|CESAR PAUL TORRES FLORES|152.0|IZQUIERDA DEMOCRÁTICA
4.0|ALCALDE|11.0|LOJA|290.0|CATAMAYO|0.0|0.0||6825.0|SAN JOSE|F|33290.0|422.0|5.0|16.0|20.0|CESAR PAUL TORRES FLORES|152.0|IZQUIERDA DEMOCRÁTICA
4.0|ALCALDE|11.0|LOJA|290.0|CATAMAYO|0.0|0.0||6825.0|SAN JOSE|M|33290.0|416.0|13.0|19.0|29.0|CESAR PAUL TORRES FLORES|152.0|IZQUIERDA DEMOCRÁTICA
4.0|ALCALDE|11.0|LOJA|310.0|PALTAS|0.0|0.0||485.0|CANGONAMA|F|34261.0|346.0|15.0|45.0|3.0|ISAURO HIDALGO|152.0|IZQUIERDA DEMOCRÁTICA
4.0|ALCALDE|11.0|LOJA|310.0|PALTAS|0.0|0.0||485.0|CANGONAMA|M|34261.0|369.0|45.0|29.0|3.0|ISAURO HIDALGO|152.0|IZQUIERDA DEMOCRÁTICA
4.0|ALCALDE|11.0|LOJA|310.0|PALTAS|0.0|0.0||545.0|SAN ANTONIO|F|34261.0|260.0|22.0|10.0|1.0|ISAURO HIDALGO|152.0|IZQUIERDA DEMOCRÁTICA
4.0|ALCALDE|11.0|LOJA|310.0|PALTAS|0.0|0.0||545.0|SAN ANTONIO|M|34261.0|245.0|26.0|10.0|2.0|ISAURO HIDALGO|152.0|IZQUIERDA DEMOCRÁTICA
4.0|ALCALDE|11.0|LOJA|310.0|PALTAS|0.0|0.0||995.0|CASANGA|F|34261.0|329.0|19.0|21.0|32.0|ISAURO HIDALGO|152.0|IZQUIERDA DEMOCRÁTICA
4.0|ALCALDE|11.0|LOJA|310.0|PALTAS|0.0|0.0||995.0|CASANGA|M|34261.0|327.0|31.0|14.0|30.0|ISAURO HIDALGO|152.0|IZQUIERDA DEMOCRÁTICA
4.0|ALCALDE|11.0|LOJA|310.0|PALTAS|0.0|0.0||1000.0|YAMANA|F|34261.0|336.0|18.0|9.0|15.0|ISAURO HIDALGO|152.0|IZQUIERDA DEMOCRÁTICA
4.0|ALCALDE|11.0|LOJA|310.0|PALTAS|0.0|0.0||1000.0|YAMANA|M|34261.0|365.0|25.0|24.0|15.0|ISAURO HIDALGO|152.0|IZQUIERDA DEMOCRÁTICA
4.0|ALCALDE|11.0|LOJA|310.0|PALTAS|0.0|0.0||1380.0|GUACHANAMA|F|34261.0|430.0|46.0|30.0|4.0|ISAURO HIDALGO|152.0|IZQUIERDA DEMOCRÁTICA
4.0|ALCALDE|11.0|LOJA|310.0|PALTAS|0.0|0.0||1380.0|GUACHANAMA|M|34261.0|476.0|56.0|31.0|7.0|ISAURO HIDALGO|152.0|IZQUIERDA DEMOCRÁTICA
4.0|ALCALDE|11.0|LOJA|310.0|PALTAS|0.0|0.0||2140.0|LAURO GUERRERO|F|34261.0|563.0|45.0|25.0|5.0|ISAURO HIDALGO|152.0|IZQUIERDA DEMOCRÁTICA
4.0|ALCALDE|11.0|LOJA|310.0|PALTAS|0.0|0.0||2140.0|LAURO GUERRERO|M|34261.0|601.0|49.0|33.0|9.0|ISAURO HIDALGO|152.0|IZQUIERDA DEMOCRÁTICA
4.0|ALCALDE|11.0|LOJA|310.0|PALTAS|0.0|0.0||2630.0|ORIANGA|F|34261.0|559.0|49.0|40.0|24.0|ISAURO HIDALGO|152.0|IZQUIERDA DEMOCRÁTICA
4.0|ALCALDE|11.0|LOJA|310.0|PALTAS|0.0|0.0||2630.0|ORIANGA|M|34261.0|632.0|77.0|39.0|25.0|ISAURO HIDALGO|152.0|IZQUIERDA DEMOCRÁTICA
4.0|ALCALDE|11.0|LOJA|310.0|PALTAS|0.0|0.0||5180.0|CATACOCHA|F|34261.0|4733.0|166.0|251.0|201.0|ISAURO HIDALGO|152.0|IZQUIERDA DEMOCRÁTICA
4.0|ALCALDE|11.0|LOJA|310.0|PALTAS|0.0|0.0||5180.0|CATACOCHA|M|34261.0|4642.0|226.0|268.0|182.0|ISAURO HIDALGO|152.0|IZQUIERDA DEMOCRÁTICA
4.0|ALCALDE|11.0|LOJA|310.0|PALTAS|0.0|0.0||5595.0|LOURDES|F|34261.0|399.0|14.0|34.0|15.0|ISAURO HIDALGO|152.0|IZQUIERDA DEMOCRÁTICA
4.0|ALCALDE|11.0|LOJA|310.0|PALTAS|0.0|0.0||5595.0|LOURDES|M|34261.0|415.0|16.0|28.0|9.0|ISAURO HIDALGO|152.0|IZQUIERDA DEMOCRÁTICA
4.0|ALCALDE|11.0|LOJA|325.0|MACARA|0.0|0.0||2085.0|LA RAMA|F|36529.0|304.0|28.0|9.0|56.0|DIANA ROSA CASTILLO OJEDA|152.0|IZQUIERDA DEMOCRÁTICA
4.0|ALCALDE|11.0|LOJA|325.0|MACARA|0.0|0.0||2085.0|LA RAMA|M|36529.0|355.0|28.0|16.0|68.0|DIANA ROSA CASTILLO OJEDA|152.0|IZQUIERDA DEMOCRÁTICA
4.0|ALCALDE|11.0|LOJA|325.0|MACARA|0.0|0.0||2145.0|LA VICTORIA|F|36529.0|366.0|22.0|17.0|63.0|DIANA ROSA CASTILLO OJEDA|152.0|IZQUIERDA DEMOCRÁTICA
4.0|ALCALDE|11.0|LOJA|325.0|MACARA|0.0|0.0||2145.0|LA VICTORIA|M|36529.0|426.0|30.0|12.0|69.0|DIANA ROSA CASTILLO OJEDA|152.0|IZQUIERDA DEMOCRÁTICA
4.0|ALCALDE|11.0|LOJA|325.0|MACARA|0.0|0.0||3265.0|SABIANGO|F|36529.0|247.0|10.0|5.0|53.0|DIANA ROSA CASTILLO OJEDA|152.0|IZQUIERDA DEMOCRÁTICA
4.0|ALCALDE|11.0|LOJA|325.0|MACARA|0.0|0.0||3265.0|SABIANGO|M|36529.0|273.0|17.0|12.0|62.0|DIANA ROSA CASTILLO OJEDA|152.0|IZQUIERDA DEMOCRÁTICA
4.0|ALCALDE|11.0|LOJA|325.0|MACARA|0.0|0.0||5385.0|GRAL.ELOY ALFARO|F|36529.0|571.0|20.0|31.0|166.0|DIANA ROSA CASTILLO OJEDA|152.0|IZQUIERDA DEMOCRÁTICA
4.0|ALCALDE|11.0|LOJA|325.0|MACARA|0.0|0.0||5385.0|GRAL.ELOY ALFARO|M|36529.0|501.0|17.0|19.0|126.0|DIANA ROSA CASTILLO OJEDA|152.0|IZQUIERDA DEMOCRÁTICA
4.0|ALCALDE|11.0|LOJA|325.0|MACARA|0.0|0.0||5680.0|MACARA|F|36529.0|4703.0|69.0|136.0|1465.0|DIANA ROSA CASTILLO OJEDA|152.0|IZQUIERDA DEMOCRÁTICA
4.0|ALCALDE|11.0|LOJA|325.0|MACARA|0.0|0.0||5680.0|MACARA|M|36529.0|4816.0|97.0|155.0|1382.0|DIANA ROSA CASTILLO OJEDA|152.0|IZQUIERDA DEMOCRÁTICA
4.0|ALCALDE|11.0|LOJA|345.0|SOZORANGA|0.0|0.0||2575.0|NUEVA FATIMA|F|34402.0|325.0|9.0|3.0|39.0|FAUSTO OCHOA MONTALVAN|152.0|IZQUIERDA DEMOCRÁTICA
4.0|ALCALDE|11.0|LOJA|345.0|SOZORANGA|0.0|0.0||2575.0|NUEVA FATIMA|M|34402.0|344.0|17.0|7.0|38.0|FAUSTO OCHOA MONTALVAN|152.0|IZQUIERDA DEMOCRÁTICA
4.0|ALCALDE|11.0|LOJA|345.0|SOZORANGA|0.0|0.0||3935.0|TACAMOROS|F|34402.0|890.0|33.0|36.0|256.0|FAUSTO OCHOA MONTALVAN|152.0|IZQUIERDA DEMOCRÁTICA
4.0|ALCALDE|11.0|LOJA|345.0|SOZORANGA|0.0|0.0||3935.0|TACAMOROS|M|34402.0|761.0|46.0|36.0|222.0|FAUSTO OCHOA MONTALVAN|152.0|IZQUIERDA DEMOCRÁTICA
4.0|ALCALDE|11.0|LOJA|345.0|SOZORANGA|0.0|0.0||6120.0|SOZORANGA|F|34402.0|916.0|21.0|19.0|83.0|FAUSTO OCHOA MONTALVAN|152.0|IZQUIERDA DEMOCRÁTICA
4.0|ALCALDE|11.0|LOJA|345.0|SOZORANGA|0.0|0.0||6120.0|SOZORANGA|M|34402.0|1040.0|34.0|39.0|91.0|FAUSTO OCHOA MONTALVAN|152.0|IZQUIERDA DEMOCRÁTICA
4.0|ALCALDE|11.0|LOJA|740.0|QUILANGA|0.0|0.0||360.0|FUNDOCHAMBA|F|36057.0|191.0|1.0|0.0|8.0|CARMEN YAGUANA JARAMILLO|152.0|IZQUIERDA DEMOCRÁTICA
4.0|ALCALDE|11.0|LOJA|740.0|QUILANGA|0.0|0.0||360.0|FUNDOCHAMBA|M|36057.0|210.0|9.0|1.0|7.0|CARMEN YAGUANA JARAMILLO|152.0|IZQUIERDA DEMOCRÁTICA
4.0|ALCALDE|11.0|LOJA|740.0|QUILANGA|0.0|0.0||3345.0|SAN ANTONIO DE LAS ARADAS|F|36057.0|401.0|9.0|13.0|11.0|CARMEN YAGUANA JARAMILLO|152.0|IZQUIERDA DEMOCRÁTICA
4.0|ALCALDE|11.0|LOJA|740.0|QUILANGA|0.0|0.0||3345.0|SAN ANTONIO DE LAS ARADAS|M|36057.0|448.0|11.0|15.0|12.0|CARMEN YAGUANA JARAMILLO|152.0|IZQUIERDA DEMOCRÁTICA
4.0|ALCALDE|11.0|LOJA|740.0|QUILANGA|0.0|0.0||6260.0|QUILANGA /LA PAZ|F|36057.0|1108.0|22.0|46.0|44.0|CARMEN YAGUANA JARAMILLO|152.0|IZQUIERDA DEMOCRÁTICA
4.0|ALCALDE|11.0|LOJA|740.0|QUILANGA|0.0|0.0||6260.0|QUILANGA /LA PAZ|M|36057.0|1196.0|49.0|48.0|43.0|CARMEN YAGUANA JARAMILLO|152.0|IZQUIERDA DEMOCRÁTICA
4.0|ALCALDE|12.0|LOS RÍOS|710.0|MONTALVO|0.0|0.0||4615.0|LA ESMERALDA|F|24592.0|478.0|28.0|43.0|31.0|NESTOR PINELA|152.0|IZQUIERDA DEMOCRÁTICA
4.0|ALCALDE|12.0|LOS RÍOS|710.0|MONTALVO|0.0|0.0||4615.0|LA ESMERALDA|M|24592.0|479.0|51.0|35.0|29.0|NESTOR PINELA|152.0|IZQUIERDA DEMOCRÁTICA
4.0|ALCALDE|12.0|LOS RÍOS|710.0|MONTALVO|0.0|0.0||5640.0|MONTALVO /SABANETA|F|24592.0|8838.0|443.0|701.0|216.0|NESTOR PINELA|152.0|IZQUIERDA DEMOCRÁTICA
4.0|ALCALDE|12.0|LOS RÍOS|710.0|MONTALVO|0.0|0.0||5640.0|MONTALVO /SABANETA|M|24592.0|8499.0|685.0|729.0|257.0|NESTOR PINELA|152.0|IZQUIERDA DEMOCRÁTICA
4.0|ALCALDE|13.0|MANABÍ|450.0|MANTA|0.0|0.0||5570.0|LOS ESTEROS|F|39754.0|13032.0|618.0|1066.0|232.0|TRAJANO ANDRADE|152.0|IZQUIERDA DEMOCRÁTICA
4.0|ALCALDE|13.0|MANABÍ|450.0|MANTA|0.0|0.0||5570.0|LOS ESTEROS|M|39754.0|11349.0|659.0|872.0|228.0|TRAJANO ANDRADE|152.0|IZQUIERDA DEMOCRÁTICA
4.0|ALCALDE|13.0|MANABÍ|450.0|MANTA|0.0|0.0||5635.0|MANTA|F|39754.0|29535.0|1159.0|2439.0|875.0|TRAJANO ANDRADE|152.0|IZQUIERDA DEMOCRÁTICA
4.0|ALCALDE|13.0|MANABÍ|450.0|MANTA|0.0|0.0||5635.0|MANTA|M|39754.0|28885.0|1326.0|2233.0|994.0|TRAJANO ANDRADE|152.0|IZQUIERDA DEMOCRÁTICA
4.0|ALCALDE|13.0|MANABÍ|450.0|MANTA|0.0|0.0||6135.0|SAN MATEO|F|39754.0|1537.0|119.0|215.0|53.0|TRAJANO ANDRADE|152.0|IZQUIERDA DEMOCRÁTICA
4.0|ALCALDE|13.0|MANABÍ|450.0|MANTA|0.0|0.0||6135.0|SAN MATEO|M|39754.0|1559.0|227.0|176.0|40.0|TRAJANO ANDRADE|152.0|IZQUIERDA DEMOCRÁTICA
4.0|ALCALDE|13.0|MANABÍ|450.0|MANTA|0.0|0.0||6155.0|TARQUI|F|39754.0|29357.0|1354.0|2465.0|568.0|TRAJANO ANDRADE|152.0|IZQUIERDA DEMOCRÁTICA
4.0|ALCALDE|13.0|MANABÍ|450.0|MANTA|0.0|0.0||6155.0|TARQUI|M|39754.0|28503.0|1488.0|2058.0|634.0|TRAJANO ANDRADE|152.0|IZQUIERDA DEMOCRÁTICA
4.0|ALCALDE|13.0|MANABÍ|450.0|MANTA|0.0|0.0||6745.0|ELOY ALFARO|F|39754.0|13457.0|891.0|1208.0|264.0|TRAJANO ANDRADE|152.0|IZQUIERDA DEMOCRÁTICA
4.0|ALCALDE|13.0|MANABÍ|450.0|MANTA|0.0|0.0||6745.0|ELOY ALFARO|M|39754.0|11591.0|897.0|965.0|271.0|TRAJANO ANDRADE|152.0|IZQUIERDA DEMOCRÁTICA
4.0|ALCALDE|13.0|MANABÍ|450.0|MANTA|0.0|0.0|CIRCUNSCRIPCION RURAL|1800.0|SANTA MARIANITA|F|39754.0|1027.0|127.0|89.0|35.0|TRAJANO ANDRADE|152.0|IZQUIERDA DEMOCRÁTICA
4.0|ALCALDE|13.0|MANABÍ|450.0|MANTA|0.0|0.0|CIRCUNSCRIPCION RURAL|1800.0|SANTA MARIANITA|M|39754.0|1026.0|197.0|79.0|30.0|TRAJANO ANDRADE|152.0|IZQUIERDA DEMOCRÁTICA
4.0|ALCALDE|13.0|MANABÍ|450.0|MANTA|0.0|0.0|CIRCUNSCRIPCION RURAL|3550.0|SAN LORENZO|F|39754.0|1322.0|157.0|154.0|59.0|TRAJANO ANDRADE|152.0|IZQUIERDA DEMOCRÁTICA
4.0|ALCALDE|13.0|MANABÍ|450.0|MANTA|0.0|0.0|CIRCUNSCRIPCION RURAL|3550.0|SAN LORENZO|M|39754.0|1377.0|226.0|144.0|61.0|TRAJANO ANDRADE|152.0|IZQUIERDA DEMOCRÁTICA
4.0|ALCALDE|13.0|MANABÍ|455.0|JIPIJAPA|0.0|0.0||105.0|AMERICA /LA CERA|F|39682.0|1107.0|183.0|210.0|33.0|MARCOS ALAY|152.0|IZQUIERDA DEMOCRÁTICA
4.0|ALCALDE|13.0|MANABÍ|455.0|JIPIJAPA|0.0|0.0||105.0|AMERICA /LA CERA|M|39682.0|1406.0|339.0|184.0|64.0|MARCOS ALAY|152.0|IZQUIERDA DEMOCRÁTICA
4.0|ALCALDE|13.0|MANABÍ|455.0|JIPIJAPA|0.0|0.0||560.0|LA UNION|F|39682.0|615.0|140.0|85.0|9.0|MARCOS ALAY|152.0|IZQUIERDA DEMOCRÁTICA
